会社名,銘柄コード,業種,優先市場,決算月,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
旭化学工業,7928,化学,スタンダード（内国株式）,2024-08-31,愛知県,1845384832.0,0.3470725,8340336000.0,37900000.0,-0.00803,93766000.0,0.0019400001,0.00318,0.7957889917504489,,1420173000.0,1231007000.0,3583729000.0,,1947649000.0,219734000.0,2317369800.0,1.2557650630998576
未来工業,7931,化学,プライム（内国株式）,2025-03-31,岐阜県,58922262528.0,1.1350657,45113000000.0,6901000000.0,0.127,4833000000.0,0.0,,0.7916572750905347,12.5214405,13137000000.0,10512000000.0,42478000000.0,245000000.0,21102000000.0,1774000000.0,30582800000.0,0.5190364165915554
ニッピ,7932,その他製品,スタンダード（内国株式）,2025-03-31,東京都,34996781056.0,0.8961277,49141000000.0,3628000000.0,0.09111,2457000000.0,0.0537,0.06785,0.5676765661517414,,29607000000.0,14692000000.0,27574000000.0,10646000000.0,8933000000.0,4789000000.0,1319300000.0,0.03769775277014551
アシックス,7936,その他製品,プライム（内国株式）,2024-12-31,兵庫県,2777915588608.0,11.495515,678526000000.0,100112000000.0,0.18829,63806000000.0,0.101730004,0.30438,0.4494984527759473,38.353455,284057000000.0,194739000000.0,369143000000.0,117276000000.0,127021000000.0,3513000000.0,87545100000.0,0.03151467249725483
ツツミ,7937,その他製品,スタンダード（内国株式）,2025-03-31,埼玉県,34753781760.0,0.5155507,24835000000.0,2410000000.0,0.07242,1986000000.0,0.06182,0.02335,0.9736059853238939,,1838000000.0,1714000000.0,56415000000.0,,33640000000.0,52000000.0,54613400000.0,1.571437617268389
リーガルコーポレーション,7938,その他製品,スタンダード（内国株式）,2025-03-31,千葉県,7289834496.0,0.55001,23558000000.0,404000000.0,-0.039300002,700000000.0,0.021979999,0.038540002,0.485375885444436,,13513000000.0,9329000000.0,14958000000.0,9299000000.0,3771000000.0,3815000000.0,4115500000.0,0.5645532833781362
研創,7939,その他製品,スタンダード（内国株式）,2025-03-31,広島県,2054163584.0,2.4607213,5868794000.0,264055000.0,0.05313,175029000.0,0.05362,0.21935,0.5881300186853567,,2287780000.0,1776650000.0,2665122000.0,1397656000.0,575439000.0,28079000.0,396997300.0,0.19326469570984275
ウェーブロックホールディングス,7940,化学,スタンダード（内国株式）,2025-03-31,東京都,5918297088.0,0.3539017,25566685000.0,405543000.0,0.07518,520797000.0,0.021979999,0.03545,0.5693700180615078,,12484032000.0,6700863000.0,17768462000.0,5435884000.0,3221936000.0,1068366000.0,6032286200.0,1.0192604579163702
ＪＳＰ,7942,化学,プライム（内国株式）,2025-03-31,東京都,49557966848.0,0.5031059,142250000000.0,6889000000.0,0.03649,5066000000.0,0.035940003,0.049829997,0.6563312025776946,7.509928,48083000000.0,33993000000.0,78694000000.0,24105000000.0,17421000000.0,1728000000.0,31820600000.0,0.6420884879639523
ニチハ,7943,ガラス・土石製品,プライム（内国株式）,2025-03-31,愛知県,90474086400.0,0.76039016,148478000000.0,6956000000.0,0.03341,2706000000.0,0.01184,0.01285,0.7026401059423516,10.091948,53298000000.0,34813000000.0,86002000000.0,16182000000.0,26481000000.0,10210000000.0,39851000000.0,0.4404686644064305
ローランド,7944,その他製品,プライム（内国株式）,2024-12-31,静岡県,86664716288.0,2.18008,99433000000.0,9952000000.0,0.102390006,5976000000.0,0.06288,0.14415,0.5689579094452479,10.066703,34905000000.0,21085000000.0,57993000000.0,20442000000.0,14478000000.0,724000000.0,23594800000.0,0.27225381920816427
光陽社,7946,その他製品,スタンダード（内国株式）,2025-03-31,東京都,939780416.0,0.5315362,4726835000.0,60476000.0,-0.00849,60694000.0,0.011460001,0.02928,0.5622224757372022,,1392977000.0,724166000.0,2089839000.0,433510000.0,1005863000.0,113349000.0,776206300.0,0.82594432357271
エフピコ,7947,化学,プライム（内国株式）,2025-03-31,広島県,203662983168.0,1.3290716,235628000000.0,18471000000.0,0.06798,12486000000.0,0.05807,,0.5250319957840849,15.003872,138113000000.0,84372000000.0,98847000000.0,80513000000.0,19020000000.0,10274000000.0,-32074200000.0,-0.15748664534458992
小松ウオール工業,7949,その他製品,プライム（内国株式）,2025-03-31,石川県,43635683328.0,1.1697216,44616000000.0,3636000000.0,0.03194,2650000000.0,0.060149997,0.0723,0.8081529643254342,,8970000000.0,6373000000.0,31322000000.0,189000000.0,16714000000.0,475000000.0,22684500000.0,0.5198612298445178
ヤマハ,7951,その他製品,プライム（内国株式）,2025-03-31,静岡県,446222270464.0,1.004089,462080000000.0,20695000000.0,0.044180002,13351000000.0,0.01392,0.013200001,0.7590913242163585,12.900773,141166000000.0,106658000000.0,351933000000.0,19957000000.0,99819000000.0,54037000000.0,248592900000.0,0.5571055423600956
河合楽器製作所,7952,その他製品,プライム（内国株式）,2025-03-31,静岡県,21507147776.0,0.5068018,72918000000.0,317000000.0,-0.028099999,405000000.0,0.0070999996,0.01219,0.6019651038639835,5.117659,29451000000.0,17475000000.0,48518000000.0,8446000000.0,13300000000.0,7232000000.0,24129400000.0,1.1219246852865443
菊水化学工業,7953,その他製品,スタンダード（内国株式）,2025-03-31,愛知県,4814920704.0,0.5058709,21390614000.0,264907000.0,0.01844,165822000.0,0.0057599996,0.01386,0.5873068684325086,,6538900000.0,4961091000.0,10348348000.0,1831584000.0,4062634000.0,1750100000.0,5034518000.0,1.0456076661485971
クリナップ,7955,その他製品,プライム（内国株式）,2025-03-31,東京都,27589761024.0,0.48356327,129987000000.0,2071000000.0,0.017970001,1719000000.0,0.0152900005,0.03514,0.6309996131955573,,33389000000.0,27812000000.0,55467000000.0,7181000000.0,18767000000.0,4811000000.0,25445700000.0,0.9222878000960245
ピジョン,7956,その他製品,プライム（内国株式）,2024-12-31,東京都,208694919168.0,2.6723223,104171000000.0,12139000000.0,0.12246,8371000000.0,0.08838,0.11618,0.7491875023082321,24.374739,23701000000.0,17383000000.0,73462000000.0,1769000000.0,39201000000.0,553000000.0,50148100000.0,0.2402938231554676
フジコピアン,7957,その他製品,スタンダード（内国株式）,2024-12-31,大阪府,2364900608.0,0.22984779,8984085000.0,-15587000.0,-0.012940001,397757000.0,0.04678,0.04079,0.6425956838141175,,5876663000.0,3229374000.0,8180107000.0,2523312000.0,2857775000.0,1265449000.0,3189258300.0,1.3485802698055716
キングジム,7962,その他製品,プライム（内国株式）,2025-06-30,東京都,23485356032.0,0.9764814,39639500000.0,537715000.0,0.01716,424944000.0,0.0107,0.01754,0.6772779797419926,,11460881000.0,8210456000.0,24063443000.0,6278288000.0,6831528000.0,2977800000.0,14687022000.0,0.6253693569724121
興研,7963,その他製品,スタンダード（内国株式）,2024-12-31,,8732828672.0,0.66586554,10762379000.0,1009770000.0,0.03363,722061000.0,0.07026,0.06073,0.6247269767135146,,7830579000.0,4127620000.0,10017998000.0,5184585000.0,2531339000.0,956504000.0,2856971800.0,0.3271530803255406
象印マホービン,7965,電気機器,プライム（内国株式）,2024-11-30,大阪府,103053074432.0,1.199913,87221000000.0,5955000000.0,0.07085,6462000000.0,0.05607,0.057589997,0.7533741689829135,21.726908,27466000000.0,21331000000.0,84644000000.0,3192000000.0,33726000000.0,9272000000.0,63668400000.0,0.6178214512368756
リンテック,7966,その他製品,プライム（内国株式）,2025-03-31,東京都,233434742784.0,0.9950179,315978000000.0,24564000000.0,0.075289994,14476000000.0,0.039130002,0.05213,0.7206604967823985,12.95657,94349000000.0,69989000000.0,192767000000.0,10345000000.0,55511000000.0,2109000000.0,99894300000.0,0.42793244402540975
信越ポリマー,7970,化学,プライム（内国株式）,2025-03-31,東京都,149140930560.0,1.227778,110582000000.0,13272000000.0,0.13658,9430000000.0,0.0,0.08655,0.8049716317619683,14.003022,29837000000.0,26566000000.0,99414000000.0,,44901000000.0,929000000.0,70227300000.0,0.4708787838208323
東リ,7971,化学,スタンダード（内国株式）,2025-03-31,兵庫県,33141846016.0,0.69935745,105709000000.0,4377000000.0,0.01676,3507000000.0,0.0,0.07613,0.5107746935564462,,45687000000.0,32761000000.0,52734000000.0,9780000000.0,8212000000.0,8276000000.0,12840200000.0,0.38743164740434477
イトーキ,7972,その他製品,プライム（内国株式）,2024-12-31,東京都,117343887360.0,2.1768243,138460000000.0,10077000000.0,0.08778,7183000000.0,0.06238,0.17982,0.4087088557180906,13.913299,71181000000.0,55426000000.0,70624000000.0,37549000000.0,22482000000.0,6548000000.0,4026600000.0,0.034314527075848186
任天堂,7974,その他製品,プライム（内国株式）,2025-03-31,京都府,15135226724352.0,5.6027603,1164922000000.0,282554000000.0,0.09946,278806000000.0,0.19715,0.11111,0.8016224733449757,38.19822,673070000000.0,597646000000.0,2752352000000.0,,1586275000000.0,369373000000.0,2337843100000.0,0.15446369866653534
リヒトラブ,7975,その他製品,スタンダード（内国株式）,2025-02-28,大阪府,4136054784.0,0.39693418,9220521000.0,178737000.0,0.00642,411573000.0,0.040409997,0.036259998,0.791923191742956,,2794973000.0,1302014000.0,7205604000.0,437500000.0,2332122000.0,1110475000.0,5187963500.0,1.2543265916276607
三菱鉛筆,7976,その他製品,プライム（内国株式）,2024-12-31,東京都,117434171392.0,0.8981925,88820000000.0,12190000000.0,0.111049995,11272000000.0,0.08641,0.06137,0.7256686698967102,12.050991,46173000000.0,24396000000.0,95205000000.0,11623000000.0,41349000000.0,26130000000.0,67323000000.0,0.5732828801190508
松風,7979,精密機器,プライム（内国株式）,2025-03-31,京都府,67926982656.0,1.5960726,38698000000.0,5392000000.0,0.15737,4317000000.0,0.10455,0.09596,0.8532023842861143,14.116865,7261000000.0,5218000000.0,27521000000.0,,10653000000.0,8709000000.0,26356300000.0,0.3880092854039343
重松製作所,7980,その他製品,スタンダード（内国株式）,2025-03-31,東京都,5617977344.0,0.64880186,14112597000.0,1069333000.0,0.00238,780581000.0,0.04723,0.07751,0.4746365214762261,,9480661000.0,7319801000.0,10433841000.0,5038672000.0,1475776000.0,1931600000.0,2305300000.0,0.41034341344613295
タカラスタンダード,7981,その他製品,プライム（内国株式）,2025-03-31,大阪府,164984061952.0,0.875122,243380000000.0,15635000000.0,0.06836,11090000000.0,0.0,,0.7024058010790354,,82408000000.0,63067000000.0,160391000000.0,6750000000.0,68059000000.0,14745000000.0,88304500000.0,0.5352304880558163
ミロク,7983,その他製品,スタンダード（内国株式）,2024-10-31,高知県,3819817472.0,0.27841234,10918396000.0,-519127000.0,0.01764,-2294180000.0,-0.15711,-0.13232,0.5888802376885368,,9299469000.0,3799307000.0,10490484000.0,5480000000.0,1299638000.0,4308756000.0,4207144200.0,1.1013992764940157
コクヨ,7984,その他製品,プライム（内国株式）,2024-12-31,大阪府,385188036608.0,1.4958844,338227000000.0,22029000000.0,0.04996,21787000000.0,0.057930004,0.0749,0.7178524296132621,4.1101995,98899000000.0,87742000000.0,252884000000.0,4176000000.0,102238000000.0,22362000000.0,169638400000.0,0.4404041244215443
ネポン,7985,金属製品,スタンダード（内国株式）,2025-03-31,東京都,1512843648.0,0.7297847,7277473000.0,38807000.0,-0.25147,-280180000.0,-0.05238,-0.16863,0.3872721879238704,,3691133000.0,2638282000.0,4533781000.0,1932990000.0,521373000.0,80156000.0,898757200.0,0.5940846571872574
日本アイ・エス・ケイ,7986,その他製品,スタンダード（内国株式）,2024-12-31,,2584166656.0,0.58531517,5901003000.0,518714000.0,0.10654,433582000.0,0.06414,0.089329995,0.6903382755842062,,1851660000.0,1276746000.0,2808132000.0,,1170233000.0,215922000.0,1107617400.0,0.428616860846919
ナカバヤシ,7987,その他製品,スタンダード（内国株式）,2025-03-31,東京都,15957332992.0,0.5541117,62767000000.0,1793000000.0,0.03906,1995000000.0,0.03864,0.08394,0.507493284320656,7.726064,27209000000.0,15829000000.0,29789000000.0,13578000000.0,7739000000.0,3081000000.0,4736700000.0,0.29683531717829553
ニフコ,7988,化学,プライム（内国株式）,2025-03-31,神奈川県,418376351744.0,1.5467923,353038000000.0,49205000000.0,0.15196,44767000000.0,0.12983,0.17743,0.7239479116203635,12.806414,101092000000.0,67223000000.0,259565000000.0,35484000000.0,146232000000.0,684000000.0,158951800000.0,0.3799253933388207
立川ブラインド工業,7989,金属製品,プライム（内国株式）,2024-12-31,東京都,38132543488.0,0.70627546,41407715000.0,4361317000.0,0.07399,2802387000.0,0.071339995,0.056929998,0.8299877832672191,14.199101,10854050000.0,7916845000.0,39563568000.0,137997000.0,15537861000.0,3626611000.0,31248145700.0,0.8194613535242813
グローブライド,7990,その他製品,プライム（内国株式）,2025-03-31,東京都,52988899328.0,0.88784766,123983000000.0,6509000000.0,0.07488,4783000000.0,0.0395,0.08417,0.5354563563449372,13.342981,52690000000.0,29118000000.0,73233000000.0,29556000000.0,12299000000.0,6692000000.0,25227400000.0,0.47608839436054345
マミヤ・オーピー,7991,機械,スタンダード（内国株式）,2025-03-31,東京都,17507010560.0,0.69915473,33707297000.0,6399609000.0,0.19238001,4718416000.0,0.11986,0.16529,0.6180832731584162,,15505327000.0,8157146000.0,26490269000.0,7892281000.0,14238023000.0,5991783000.0,15179190100.0,0.8670349542532063
セーラー万年筆,7992,その他製品,スタンダード（内国株式）,2024-12-31,東京都,3408974336.0,3.071171,4677810000.0,-270061000.0,-0.09378,-1145770000.0,-0.21936001,-0.6284,0.2639843937123942,,3498937000.0,2446845000.0,3886829000.0,1926387000.0,579828000.0,12159000.0,396403300.0,0.11628227757945785
オカムラ,7994,その他製品,プライム（内国株式）,2025-03-31,神奈川県,216152801280.0,1.1726772,314527000000.0,23938000000.0,0.04142,22045000000.0,0.062179998,0.11018,0.640307251749993,10.213756,102351000000.0,53723000000.0,139618000000.0,35839000000.0,26245000000.0,43971000000.0,68046700000.0,0.3148083189162729
バルカー,7995,化学,プライム（内国株式）,2025-03-31,東京都,64489119744.0,1.3003467,60113000000.0,5670000000.0,0.12438,4676000000.0,0.07885,0.094399996,0.6487156753144957,10.065916,27304000000.0,18569000000.0,46430000000.0,14505000000.0,7969000000.0,3949000000.0,21890300000.0,0.33944175524331993
くろがね工作所,7997,その他製品,スタンダード（内国株式）,2024-11-30,大阪府,1723779072.0,0.37312856,7203796000.0,-27217000.0,0.06342,209383000.0,0.022969998,0.03225,0.5677775774452423,,3478727000.0,2032712000.0,4138242000.0,883315000.0,907857000.0,1313701000.0,1579105700.0,0.9160719756087166
ＭＵＴＯＨホールディングス,7999,電気機器,スタンダード（内国株式）,2025-03-31,東京都,11901735936.0,0.50532746,18128000000.0,1319000000.0,0.07004,1373000000.0,0.03888,0.03254,0.7903925757778074,39.46889,5351000000.0,3994000000.0,18607000000.0,,10648000000.0,3857000000.0,15955900000.0,1.3406363647959194
伊藤忠商事,8001,卸売業,プライム（内国株式）,2025-03-31,東京都,11760030449664.0,2.055178,14724234000000.0,698080000000.0,0.04797,880251000000.0,0.06521,0.16028999,0.3802677156946648,12.906515,8843552000000.0,4486584000000.0,5723799000000.0,4621705000000.0,549573000000.0,147917000000.0,-3016211100000.0,-0.25647987162194613
丸紅,8002,卸売業,プライム（内国株式）,2025-03-31,東京都,6020851564544.0,1.6756036,7790168000000.0,272310000000.0,0.039470002,502965000000.0,0.06514,0.13904001,0.39439754991700693,11.765274,5433341000000.0,2822988000000.0,4021442000000.0,2535010000000.0,569144000000.0,139253000000.0,-1314421900000.0,-0.21831162683705027
スクロール,8005,小売業,プライム（内国株式）,2025-03-31,静岡県,37786288128.0,1.0256938,84030000000.0,6052000000.0,0.07789,4267000000.0,0.0464,0.1096,0.6508602227298687,,19563000000.0,17903000000.0,38679000000.0,,8125000000.0,2368000000.0,20773600000.0,0.5497655638900018
ユアサ・フナショク,8006,卸売業,スタンダード（内国株式）,2025-03-31,千葉県,29829627904.0,0.76140493,123092000000.0,2731000000.0,0.02421,2050000000.0,0.017760001,0.05666,0.6045806511801474,,25007000000.0,22628000000.0,33314000000.0,2053000000.0,10627000000.0,11927000000.0,16655900000.0,0.5583676757083024
高島,8007,卸売業,プライム（内国株式）,2025-03-31,,27036284928.0,1.165508,94503000000.0,2133000000.0,0.021760002,1566000000.0,0.01926,0.07616,0.3984244887082806,,36121000000.0,27808000000.0,41351000000.0,12093000000.0,9080000000.0,2567000000.0,7026900000.0,0.2599062710987568
ヨンドシーホールディングス,8008,小売業,プライム（内国株式）,2025-02-28,東京都,36571582464.0,0.95444876,45902000000.0,1960000000.0,0.03512,1377000000.0,0.02456,,0.5855114747195236,22.828419,27561000000.0,12305000000.0,19939000000.0,14915000000.0,1708000000.0,21475000000.0,7410500000.0,0.20263000670793177
三陽商会,8011,繊維製品,プライム（内国株式）,2025-02-28,東京都,34941300736.0,0.9135637,60526000000.0,2715000000.0,0.0025499999,4007000000.0,0.05788,0.085889995,0.6889524176999842,,17717000000.0,12036000000.0,38218000000.0,7626000000.0,23714000000.0,6298000000.0,24909600000.0,0.7128984747363928
長瀬産業,8012,卸売業,プライム（内国株式）,2025-03-31,,334773256192.0,0.8690144,944961000000.0,39083000000.0,0.0432,25521000000.0,0.0,,0.49378884677588003,10.434213,401685000000.0,269576000000.0,560126000000.0,172774000000.0,66310000000.0,72028000000.0,208860600000.0,0.6238867536067867
ナイガイ,8013,繊維製品,スタンダード（内国株式）,2025-01-31,東京都,2258377216.0,0.3766488,13162000000.0,64000000.0,-0.036730003,100000000.0,-0.00137,-0.00294,0.5520693135935397,,5325000000.0,3624000000.0,8548000000.0,1667000000.0,3537000000.0,2921000000.0,5267700000.0,2.33251556147474
蝶理,8014,卸売業,プライム（内国株式）,2025-03-31,大阪府,95133319168.0,1.0399699,311546000000.0,14493000000.0,0.04682,11658000000.0,0.032679997,0.113079995,0.6298639064596512,,53976000000.0,50556000000.0,121566000000.0,1403000000.0,22812000000.0,10382000000.0,74857400000.0,0.7868683722451238
豊田通商,8015,卸売業,プライム（内国株式）,2025-03-31,愛知県,4404231012352.0,1.6465343,10309550000000.0,499972000000.0,0.04869,362506000000.0,0.03523,,0.37184288062762505,11.857326,4311620000000.0,2555043000000.0,4240816000000.0,1853814000000.0,951884000000.0,67956000000.0,-23234800000.0,-0.005275563415006216
オンワードホールディングス,8016,繊維製品,プライム（内国株式）,2025-02-28,東京都,89860874240.0,1.0646664,208393000000.0,10157000000.0,0.088999994,8516000000.0,0.040370002,0.105100006,0.47029874231383006,11.320109,94932000000.0,62728000000.0,80101000000.0,52074000000.0,13505000000.0,13789000000.0,-5178700000.0,-0.05763019827927283
三共生興,8018,卸売業,スタンダード（内国株式）,2025-03-31,大阪府,25532157952.0,0.5084406,22594000000.0,1776000000.0,0.04201,2108000000.0,0.09038,0.040999997,0.7280122595706285,,18645000000.0,6905000000.0,16212000000.0,5591000000.0,9013000000.0,31166000000.0,19383200000.0,0.759168106214918
兼松,8020,卸売業,プライム（内国株式）,2025-03-31,東京都,253420290048.0,1.423104,1050936000000.0,42193000000.0,0.04241,27469000000.0,0.02568,,0.25233231351283913,8.64306,501210000000.0,368387000000.0,521367000000.0,203256000000.0,56779000000.0,6768000000.0,24894600000.0,0.09823443890496987
美津濃,8022,その他製品,プライム（内国株式）,2025-03-31,大阪府,199492468736.0,1.2760406,240335000000.0,20782000000.0,0.098900005,15243000000.0,0.06166,0.09939,0.7156202655632807,4.072136,61359000000.0,42571000000.0,147421000000.0,16022000000.0,32399000000.0,9569000000.0,92760300000.0,0.46498146314864197
ＤＡＩＫＯ　ＸＴＥＣＨ,8023,情報・通信業,スタンダード（内国株式）,2025-03-31,東京都,14102266880.0,1.1530572,42690259000.0,2410285000.0,-0.01673,1683249000.0,0.03234,0.11447,0.47187827615913464,,14120258000.0,9712760000.0,21490511000.0,2360438000.0,8464484000.0,2359370000.0,9021812000.0,0.639741970334914
ツカモトコーポレーション,8025,卸売業,スタンダード（内国株式）,2025-03-31,東京都,5487933440.0,0.39421502,9681223000.0,-332257000.0,-0.097550005,-380071000.0,-0.03466,-0.024360001,0.48634760398824484,,14843849000.0,9250630000.0,6126087000.0,7996301000.0,2073674000.0,8066425000.0,-3071264500.0,-0.5596395316339696
ルックホールディングス,8029,繊維製品,スタンダード（内国株式）,2024-12-31,東京都,19496232960.0,0.52123386,54739000000.0,2531000000.0,0.027460001,1925000000.0,0.03408,0.0463,0.6151278293437551,,23635000000.0,8521000000.0,29826000000.0,11247000000.0,8144000000.0,6186000000.0,10521200000.0,0.539652968939493
中央魚類,8030,卸売業,スタンダード（内国株式）,2025-03-31,東京都,14239515648.0,0.44128907,149902000000.0,3229000000.0,0.02499,2901000000.0,0.01787,0.0875,0.428517924023542,,40950000000.0,21449000000.0,29590000000.0,19236000000.0,5529000000.0,12514000000.0,-2600200000.0,-0.18260452562269625
三井物産,8031,卸売業,プライム（内国株式）,2025-03-31,東京都,10453648408576.0,1.376368,14662620000000.0,400654000000.0,0.031719998,900342000000.0,0.05777,0.10487001,0.44889575349839206,12.377063,9048877000000.0,3654185000000.0,5686941000000.0,4841260000000.0,977356000000.0,222638000000.0,-3206089400000.0,-0.3066957367123403
日本紙パルプ商事,8032,卸売業,プライム（内国株式）,2025-03-31,東京都,86479527936.0,0.65217876,554524000000.0,15072000000.0,0.01678,7569000000.0,0.010319999,0.04756,0.3418112657240321,1.0455763,246669000000.0,192050000000.0,233953000000.0,112639000000.0,19577000000.0,37017000000.0,13195900000.0,0.15258987086245143
東京エレクトロン,8035,電気機器,プライム（内国株式）,2025-03-31,東京都,11823831056384.0,6.3142633,2431568000000.0,697320000000.0,0.26328,544133000000.0,0.22083001,0.29389998,0.7064811207697238,20.160913,770775000000.0,677925000000.0,1800756000000.0,,416240000000.0,200013000000.0,1169990100000.0,0.09895186208435305
カメイ,8037,卸売業,プライム（内国株式）,2025-03-31,宮城県,87208861696.0,0.55189747,575787000000.0,15912000000.0,0.02802,10690000000.0,0.01942,0.07344,0.49302796919335223,9.576612,154247000000.0,122319000000.0,187829000000.0,57421000000.0,62262000000.0,21859000000.0,48883300000.0,0.5605313387807024
